FIPS,value,,,
29129,17292,,,
29131,37979,,,
29133,27054,,,
29135,37708,,,
29137,31215,,,
29139,31682,,,
29141,32463,,,
29143,37453,,,
29145,34048,,,
29147,33164,,,
29149,28333,,,
29151,29799,,,
29153,24211,,,
29155,30037,,,
29157,32149,,,
29159,34942,,,
29161,43338,,,
29163,29338,,,
29165,55052,,,
29167,33460,,,
29169,45293,,,
29171,31389,,,
29173,34160,,,
29175,29107,,,
29177,45650,,,
29179,26196,,,
29181,29583,,,
29183,48439,,,
29185,29959,,,
29186,36211,,,
29187,31898,,,
29189,42751,,,
29195,26453,,,
29197,26429,,,
29199,29826,,,
29201,30618,,,
29203,28679,,,
29205,30795,,,
29207,26781,,,
29209,37056,,,
29211,25852,,,
29213,33891,,,
29215,31304,,,
29217,26087,,,
29219,32997,,,
29221,26081,,,
29223,30147,,,
29225,34781,,,
29227,26161,,,
29229,22604,,,
29510,31763,,,

30001,30211,,,
30003,38750,,,
30005,37537,,,
30007,27546,,,
30009,38009,,,
30011,39167,,,
30013,37897,,,
30015,29276,,,
30017,35580,,,
30019,32273,,,
30021,40911,,,
30023,37583,,,
30025,41364,,,
30027,33500,,,
30029,33974,,,
30031,43917,,,
30033,38393,,,
30035,31003,,,
30037,23500,,,
30039,31338,,,
30041,35676,,,
30043,40594,,,
30045,26875,,,
30047,31018,,,
30049,46633,,,
30051,34167,,,
30053,29658,,,
30055,22813,,,
30057,32500,,,
30059,26771,,,
30061,33060,,,
30063,32390,,,
30065,32639,,,
30067,36771,,,
30069,26250,,,
30071,40745,,,
30073,26696,,,
30075,32386,,,
30077,32083,,,
30079,51328,,,
30081,32590,,,
30083,50833,,,
30085,25878,,,
30087,27768,,,
30089,32670,,,
30091,34500,,,
30093,30883,,,
30095,42656,,,
30097,28000,,,
30099,33516,,,
30101,45590,,,
30103,31250,,,
30105,40724,,,
30107,33333,,,
30109,43333,,,
30111,38379,,,

31001,38317,,,
31003,35648,,,
31005,31250,,,
31007,33375,,,
31009,28571,,,
31011,40976,,,
31013,42770,,,
31015,31172,,,
31017,34706,,,
31019,41913,,,
31021,32414,,,
31023,47564,,,
31025,52596,,,
31027,38897,,,
31029,36435,,,
31031,34531,,,
31033,39175,,,
31035,41000,,,
31037,32083,,,
31039,41354,,,
31041,38984,,,
31043,48053,,,
31045,37458,,,
31047,35667,,,
31049,28854,,,
31051,32050,,,
31053,36336,,,
31055,45033,,,
31057,27083,,,
31059,41250,,,
31061,34500,,,
31063,32269,,,
31065,36250,,,
31067,35179,,,
31069,33182,,,
31071,28672,,,
31073,37875,,,
31075,18438,,,
31077,29167,,,
31079,35076,,,
31081,39647,,,
31083,37917,,,
31085,32000,,,
31087,35625,,,
31089,46903,,,
31091,,,,
31093,39423,,,
31095,34911,,,
31097,48095,,,
31099,42857,,,
31101,36346,,,
31103,34063,,,
31105,40977,,,
31107,35515,,,
31109,46906,,,
31111,43494,,,
31113,61250,,,
31115,36250,,,
31117,40625,,,
31119,32296,,,
31121,33167,,,
31123,35096,,,
31125,34000,,,
31127,46406,,,
31129,32344,,,
31131,39356,,,
31133,32500,,,
31135,38750,,,
31137,41581,,,
31139,41111,,,
31141,43462,,,
31143,49688,,,
31145,,,,
31147,37530,,,
31149,52679,,,
31151,34514,,,
31153,60085,,,
31155,37232,,,
31157,35231,,,
31159,54000,,,
31161,35089,,,
31163,29688,,,
31165,31250,,,
31167,39213,,,
31169,29375,,,
31171,45625,,,
31173,27159,,,
31175,30357,,,
31177,43008,,,
31179,37750,,,
31181,29405,,,
31183,36667,,,
31185,52755,,,

32001,48429,,,
32003,43407,,,
32005,44735,,,
32007,49951,,,
32009,33929,,,
32011,,,,
32013,37756,,,
32015,53953,,,
32017,27243,,,
32019,38947,,,
32021,27500,,,
32023,36025,,,
32027,19693,,,
32029,55729,,,
32031,43488,,,
32033,42446,,,
32510,41980,,,

33001,37914,,,
33003,43284,,,
33005,39363,,,
33007,34706,,,
33009,39531,,,
33011,47512,,,
33013,47031,,,
33015,52610,,,
33017,47285,,,
33019,39641,,,

34001,40252,,,
34003,51150,,,
34005,53371,,,
34007,43020,,,
34009,43100,,,
34011,37236,,,
34013,43018,,,
34015,46958,,,
34017,40513,,,
34019,56341,,,
34021,45656,,,
34023,48788,,,
34025,53618,,,
34027,56257,,,
34029,46169,,,
34031,47160,,,
34033,48872,,,
34035,56638,,,
34037,51172,,,
34039,48231,,,
34041,47521,,,

35001,44775,,,
35003,26987,,,
35005,31148,,,
35006,29094,,,
35007,37289,,,
35009,35769,,,
35011,24420,,,
35013,42798,,,
35015,38278,,,
35017,31331,,,
35019,30815,,,
35021,22813,,,
35023,34821,,,
35025,45963,,,
35027,28344,,,
35028,92404,,,
35029,32483,,,
35031,24371,,,
35033,24200,,,
35035,42756,,,
35037,38029,,,
35039,35940,,,
35041,35244,,,
35043,48754,,,
35045,38455,,,
35047,30161,,,
35049,46523,,,
35051,24518,,,
35053,35680,,,
35055,33588,,,
35057,26274,,,
35059,30438,,,
35061,41044,,,

36001,45648,,,
36003,35522,,,
36005,31714,,,
36007,38761,,,
36009,36186,,,
36011,37620,,,
36013,36649,,,
36015,39792,,,
36017,33462,,,
36019,39372,,,
36021,42667,,,
36023,37665,,,
36025,30758,,,
36027,47522,,,
36029,40162,,,
36031,42072,,,
36033,32128,,,
36035,37708,,,
36037,41024,,,
36039,37580,,,
36041,29088,,,
36043,35628,,,
36045,41706,,,
36047,40104,,,
36049,34500,,,
36051,40866,,,
36053,40253,,,
36055,39730,,,
36057,32148,,,
36059,52389,,,
36061,53136,,,
36063,39781,,,
36065,39275,,,
36067,39890,,,
36069,42175,,,
36071,50405,,,
36073,33925,,,
36075,40230,,,
36077,35393,,,
36079,56991,,,
36081,42453,,,
36083,45145,,,
36085,50072,,,
36087,51410,,,
36089,34797,,,
36091,50161,,,
36093,44340,,,
36095,38386,,,
36097,38491,,,
36099,36152,,,
36101,36651,,,
36103,51304,,,
36105,37727,,,
36107,44242,,,
36109,37737,,,
36111,42089,,,
36113,41250,,,
36115,39292,,,
36117,35755,,,
36119,51928,,,
36121,40256,,,
36123,34618,,,

37001,33424,,,
37003,36192,,,
37005,35281,,,
37007,28796,,,
37009,27279,,,
37011,31094,,,
37013,39346,,,
37015,32639,,,
37017,28287,,,
37019,45397,,,
37021,35013,,,
37023,33270,,,
37025,41640,,,
37027,31010,,,
37029,48188,,,
37031,44255,,,
37033,31425,,,
37035,38489,,,
37037,49799,,,
37039,28984,,,
37041,39628,,,
37043,31619,,,
37045,31595,,,
37047,36940,,,
37049,45928,,,
37051,44829,,,
37053,55162,,,
37055,41412,,,
37057,35534,,,
37059,38275,,,
37061,32409,,,
37063,42680,,,
37065,29364,,,
37067,38416,,,
37069,40543,,,
37071,36436,,,
37073,38216,,,
37075,37227,,,
37077,38537,,,
37079,31658,,,
37081,41343,,,
37083,33707,,,
37085,48034,,,
37087,40227,,,
37089,41466,,,
37091,33065,,,
37093,42252,,,
37095,28445,,,
37097,40779,,,
37099,37230,,,
37101,45532,,,
37103,39804,,,
37105,39962,,,
37107,36672,,,
37109,37119,,,
37111,36387,,,
37113,38874,,,
37115,33915,,,
37117,22176,,,
37119,44940,,,
37121,36474,,,
37123,31250,,,
37125,45354,,,
37127,36802,,,
37129,43377,,,
37131,33205,,,
37133,43261,,,
37135,43305,,,
37137,34559,,,
37139,41187,,,
37141,48001,,,
37143,50284,,,
37145,34688,,,
37147,41651,,,
37149,31028,,,
37151,31978,,,
37153,36679,,,
37155,31592,,,
37157,34626,,,
37159,35959,,,
37161,32162,,,
37163,41142,,,
37165,33240,,,
37167,40323,,,
37169,38019,,,
37171,35044,,,
37173,26731,,,
37175,41345,,,
37177,27518,,,
37179,44987,,,
37181,32357,,,
37183,50914,,,
37185,30945,,,
37187,31368,,,
37189,39858,,,
37191,40573,,,
37193,34643,,,
37195,32556,,,
37197,35285,,,
37199,27321,,,

38001,24931,,,
38003,44352,,,
38005,34931,,,
38007,42188,,,
38009,38818,,,
38011,35000,,,
38013,48214,,,
38015,53559,,,
38017,44992,,,
38019,45000,,,
38021,44226,,,
38023,56250,,,
38025,42917,,,
38027,42969,,,
38029,52500,,,
38031,29074,,,
38033,56250,,,
38035,43389,,,
38037,37625,,,
38039,26845,,,
38041,39000,,,
38043,34500,,,
38045,41389,,,
38047,35833,,,
38049,42019,,,
38051,40250,,,
38053,60750,,,
38055,42159,,,
38057,50278,,,
38059,48697,,,
38061,53478,,,
38063,41458,,,
38065,44821,,,
38067,40074,,,
38069,38529,,,
38071,28831,,,
38073,36607,,,
38075,42206,,,
38077,41552,,,
38079,29063,,,
38081,42143,,,
38083,45714,,,
38085,30938,,,
38087,54250,,,
38089,54483,,,
38091,59688,,,
38093,36516,,,
38095,36500,,,
38097,44565,,,
38099,40217,,,
38101,49827,,,
38103,46689,,,
38105,71425,,,

39001,31807,,,
39003,36462,,,
39005,34297,,,
39007,32595,,,
39009,32396,,,
39011,39875,,,
39013,33569,,,
39015,33977,,,
39017,43891,,,
39019,36023,,,
39021,40677,,,
39023,39368,,,
39025,42093,,,
39027,38482,,,
39029,33166,,,
39031,28594,,,
39033,32332,,,
39035,35988,,,
39037,34389,,,
39039,36892,,,
39041,50846,,,
39043,40767,,,
39045,44181,,,
39047,34004,,,
39049,41694,,,
39051,43443,,,
39053,39386,,,
39055,41215,,,
39057,61038,,,
39059,30824,,,
39061,40158,,,
39063,41427,,,
39065,33717,,,
39067,32587,,,
39069,40325,,,
39071,32332,,,
39073,37939,,,
39075,28571,,,
39077,33583,,,
39079,35310,,,
39081,34762,,,
39083,39277,,,
39085,38564,,,
39087,34729,,,
39089,39477,,,
39091,42665,,,
39093,40013,,,
39095,37429,,,
39097,45370,,,
39099,35140,,,
39101,31841,,,
39103,44582,,,
39105,27452,,,
39107,38243,,,
39109,41814,,,
39111,33641,,,
39113,41558,,,
39115,34079,,,
39117,35025,,,
39119,33896,,,
39121,28438,,,
39123,37670,,,
39125,33232,,,
39127,36073,,,
39129,37815,,,
39131,32025,,,
39133,37295,,,
39135,40131,,,
39137,39366,,,
39139,36204,,,
39141,37463,,,
39143,33824,,,
39145,36482,,,
39147,35174,,,
39149,37364,,,
39151,36432,,,
39153,38213,,,
39155,33857,,,
39157,31530,,,
39159,53471,,,
39161,36296,,,
39163,28802,,,
39165,51529,,,
39167,38478,,,
39169,35908,,,
39171,34196,,,
39173,39511,,,
39175,33578,,,

40001,23257,,,
40003,28155,,,
40005,29938,,,
40007,31250,,,
40009,31445,,,
40011,33359,,,
40013,31078,,,
40015,32610,,,
40017,44992,,,
40019,38495,,,
40021,30620,,,
40023,27292,,,
40025,24063,,,
40027,49672,,,
40029,40139,,,
40031,44739,,,
40033,30741,,,
40035,30071,,,
40037,34390,,,
40039,47292,,,
40041,30359,,,
40043,35114,,,
40045,47750,,,
40047,44711,,,
40049,38518,,,
40051,41151,,,
40053,34583,,,
40055,38417,,,
40057,26118,,,
40059,19265,,,
40061,29950,,,
40063,31898,,,
40065,49853,,,
40067,26649,,,
40069,29474,,,
40071,33708,,,
40073,44654,,,
40075,29177,,,
40077,30899,,,
40079,29316,,,
40081,36821,,,
40083,48351,,,
40085,33750,,,
40087,47790,,,
40089,27105,,,
40091,32645,,,
40093,35536,,,
40095,26901,,,
40097,37750,,,
40099,32279,,,
40101,33892,,,
40103,35288,,,
40105,36129,,,
40107,30256,,,
40109,44940,,,
40111,32927,,,
40113,36600,,,
40115,27086,,,
40117,32297,,,
40119,32867,,,
40121,39455,,,
40123,39005,,,
40125,39572,,,
40127,31836,,,
40129,32083,,,
40131,42955,,,
40133,29755,,,
40135,32196,,,
40137,40064,,,
40139,38750,,,
40141,24031,,,
40143,42365,,,
40145,42179,,,
40147,42152,,,
40149,42115,,,
40151,43625,,,
40153,51181,,,

41001,39199,,,
41003,42816,,,
41005,46885,,,
41007,40867,,,
41009,48881,,,
41011,35322,,,
41013,33272,,,
41015,32759,,,
41017,41078,,,
41019,35361,,,
41021,27279,,,
41023,30313,,,
41025,27178,,,
41027,44846,,,
41029,37379,,,
41031,35120,,,
41033,33696,,,
41035,35725,,,
41037,22188,,,
41039,35432,,,
41041,30725,,,
41043,37079,,,
41045,25516,,,
41047,38649,,,
41049,39804,,,
41051,40331,,,
41053,43637,,,
41055,36731,,,
41057,36216,,,
41059,39670,,,
41061,36339,,,
41063,31761,,,
41065,35753,,,
41067,51256,,,
41069,27115,,,
41071,41039,,,

42001,44214,,,
42003,37762,,,
42005,35113,,,
42007,37885,,,
42009,32275,,,
42011,39072,,,
42013,35980,,,
42015,35219,,,
42017,46609,,,
42019,41757,,,
42021,32203,,,
42023,29038,,,
42025,38965,,,
42027,42261,,,
42029,50289,,,
42031,32274,,,
42033,31556,,,
42035,32119,,,
42037,33615,,,
42039,33423,,,
42041,48895,,,
42043,40985,,,
42045,46164,,,
42047,31864,,,
42049,37510,,,
42051,33162,,,
42053,27545,,,
42055,43806,,,
42057,34792,,,
42059,38178,,,
42061,34092,,,
42063,33503,,,
42065,33955,,,
42067,30760,,,
42069,35123,,,
42071,42112,,,
42073,31780,,,
42075,39023,,,
42077,39434,,,
42079,35256,,,
42081,34042,,,
42083,30989,,,
42085,33479,,,
42087,34551,,,
42089,40701,,,
42091,45791,,,
42093,38211,,,
42095,41517,,,
42097,35268,,,
42099,39650,,,
42101,33418,,,
42103,46278,,,
42105,31105,,,
42107,32966,,,
42109,38644,,,
42111,32486,,,
42113,32470,,,
42115,37185,,,
42117,35301,,,
42119,32401,,,
42121,33349,,,
42123,30028,,,
42125,37543,,,
42127,37912,,,
42129,36095,,,
42131,40429,,,
42133,43312,,,

44001,44360,,,
44003,44453,,,
44005,51078,,,
44007,34311,,,
44009,50062,,,

45001,30759,,,
45003,42299,,,
45005,30115,,,
45007,36710,,,
45009,19534,,,
45011,40491,,,
45013,49549,,,
45015,48134,,,
45017,36675,,,
45019,46192,,,
45021,31875,,,
45023,33009,,,
45025,31416,,,
45027,35889,,,
45029,25170,,,
45031,31433,,,
45033,31098,,,
45035,50804,,,
45037,36486,,,
45039,33802,,,
45041,35609,,,
45043,41245,,,
45045,41433,,,
45047,36510,,,
45049,29073,,,
45051,36771,,,
45053,38021,,,
45055,39876,,,
45057,38533,,,
45059,30268,,,
45061,40139,,,
45063,45436,,,
45065,36750,,,
45067,31184,,,
45069,28700,,,
45071,40084,,,
45073,34364,,,
45075,29747,,,
45077,37791,,,
45079,46484,,,
45081,33073,,,
45083,36394,,,
45085,43913,,,
45087,34345,,,
45089,26331,,,
45091,45204,,,

46003,40750,,,
46005,40268,,,
46007,30179,,,
46009,32557,,,
46011,42549,,,
46013,44252,,,
46015,47857,,,
46017,38571,,,
46019,45565,,,
46021,22875,,,
46023,36917,,,
46025,41750,,,
46027,40882,,,
46029,39964,,,
46031,26146,,,
46033,39657,,,
46035,37083,,,
46037,41411,,,
46039,52596,,,
46041,28667,,,
46043,35833,,,
46045,35313,,,
46047,31659,,,
46049,39375,,,
46051,56442,,,
46053,24400,,,
46055,20313,,,
46057,41591,,,
46059,40833,,,
46061,38719,,,
46063,46458,,,
46065,50037,,,
46067,40139,,,
46069,31667,,,
46071,,,,
46073,49643,,,
46075,20893,,,
46077,37656,,,
46079,31309,,,
46081,49083,,,
46083,44311,,,
46085,39167,,,
46087,43897,,,
46089,40500,,,
46091,31944,,,
46093,37159,,,
46095,25341,,,
46097,29688,,,
46099,41668,,,
46101,38550,,,
46102,26215,,,
46103,43668,,,
46105,35347,,,
46107,30139,,,
46109,30827,,,
46111,25865,,,
46115,46667,,,
46117,44625,,,
46119,30962,,,
46121,,,,
46123,35298,,,
46125,36779,,,
46127,45764,,,
46129,44071,,,
46135,46652,,,
46137,18472,,,

47001,36635,,,
47003,36033,,,
47005,31080,,,
47007,31332,,,
47009,39724,,,
47011,34301,,,
47013,32966,,,
47015,29148,,,
47017,32972,,,
47019,32337,,,
47021,38732,,,
47023,35162,,,
47025,30551,,,
47027,21563,,,
47029,25344,,,
47031,41514,,,
47033,33227,,,
47035,35336,,,
47037,40200,,,
47039,26447,,,
47041,29526,,,
47043,39760,,,
47045,35142,,,
47047,42129,,,
47049,26580,,,
47051,42076,,,
47053,31466,,,
47055,34560,,,
47057,25769,,,
47059,32280,,,
47061,35769,,,
47063,29802,,,
47065,41689,,,
47067,51071,,,
47069,28600,,,
47071,30066,,,
47073,36552,,,
47075,33531,,,
47077,34075,,,
47079,30093,,,
47081,25732,,,
47083,31875,,,
47085,33281,,,
47087,20651,,,
47089,33696,,,
47091,22313,,,
47093,42397,,,
47095,27321,,,
47097,35461,,,
47099,31578,,,
47101,30284,,,
47103,37414,,,
47105,47792,,,
47107,35672,,,
47109,26594,,,
47111,30509,,,
47113,38893,,,
47115,35276,,,
47117,37013,,,
47119,39200,,,
47121,37313,,,
47123,31603,,,
47125,47949,,,
47127,44924,,,
47129,34219,,,
47131,30959,,,
47133,31156,,,
47135,25600,,,
47137,39375,,,
47139,32476,,,
47141,37363,,,
47143,33962,,,
47145,44982,,,
47147,41523,,,
47149,48775,,,
47151,22514,,,
47153,35694,,,
47155,34317,,,
47157,40992,,,
47159,39294,,,
47161,38095,,,
47163,33753,,,
47165,44326,,,
47167,48523,,,
47169,39288,,,
47171,30828,,,
47173,30484,,,
47175,37847,,,
47177,37349,,,
47179,34467,,,
47181,27222,,,
47183,30285,,,
47185,30098,,,
47187,65069,,,
47189,46339,,,

48001,33915,,,
48003,54773,,,
48005,32188,,,
48007,37826,,,
48009,49375,,,
48011,58333,,,
48013,43580,,,
48015,31292,,,
48017,35151,,,
48019,35405,,,
48021,44038,,,
48023,22273,,,
48025,34767,,,
48027,45292,,,
48029,48399,,,
48031,44076,,,
48033,29167,,,
48035,35553,,,
48037,39119,,,
48039,52570,,,
48041,46195,,,
48043,34219,,,
48045,28750,,,
48047,45547,,,
48049,35382,,,
48051,34375,,,
48053,40023,,,
48055,44909,,,
48057,37561,,,
48059,40643,,,
48061,35864,,,
48063,29213,,,
48065,36000,,,
48067,29208,,,
48069,43417,,,
48071,51580,,,
48073,29957,,,
48075,47200,,,
48077,49444,,,
48079,39844,,,
48081,25694,,,
48083,33019,,,
48085,57263,,,
48087,19400,,,
48089,39325,,,
48091,56337,,,
48093,31829,,,
48095,33571,,,
48097,36023,,,
48099,42956,,,
48101,41667,,,
48103,53519,,,
48105,35380,,,
48107,38516,,,
48109,33750,,,
48111,32384,,,
48113,41488,,,
48115,31513,,,
48117,46771,,,
48119,32891,,,
48121,55055,,,
48123,36211,,,
48125,34167,,,
48127,,,,
48129,38906,,,
48131,32104,,,
48133,27933,,,
48135,48890,,,
48137,31979,,,
48139,50791,,,
48141,42792,,,
48143,36854,,,
48145,24199,,,
48147,34444,,,
48149,38688,,,
48151,41250,,,
48153,37083,,,
48155,25750,,,
48157,58436,,,
48159,50745,,,
48161,23173,,,
48163,34979,,,
48165,65014,,,
48167,49433,,,
48169,49167,,,
48171,36575,,,
48173,,,,
48175,41250,,,
48177,37589,,,
48179,42641,,,
48181,37849,,,
48183,33901,,,
48185,41726,,,
48187,59525,,,
48189,31779,,,
48191,30000,,,
48193,29489,,,
48195,28906,,,
48197,24917,,,
48199,40190,,,
48201,45442,,,
48203,38627,,,
48205,51103,,,
48207,28438,,,
48209,48841,,,
48211,66354,,,
48213,31890,,,
48215,39655,,,
48217,37782,,,
48219,41820,,,
48221,50500,,,
48223,37372,,,
48225,29887,,,
48227,31750,,,
48229,41071,,,
48231,42730,,,
48233,39806,,,
48235,36750,,,
48237,43906,,,
48239,43646,,,
48241,41957,,,
48243,,,,
48245,35470,,,
48247,32841,,,
48249,27270,,,
48251,44669,,,
48253,33485,,,
48255,44375,,,
48257,50167,,,
48259,53961,,,
48261,,,,
48263,21111,,,
48265,37666,,,
48267,33558,,,
48269,,,,
48271,34444,,,
48273,42873,,,
48275,32862,,,
48277,32092,,,
48279,36333,,,
48281,52096,,,
48283,20344,,,
48285,31708,,,
48287,39310,,,
48289,31490,,,
48291,40179,,,
48293,30735,,,
48295,49375,,,
48297,34236,,,
48299,31788,,,
48301,,,,
48303,40193,,,
48305,28833,,,
48307,44821,,,
48309,39865,,,
48311,,,,
48313,33442,,,
48315,32361,,,
48317,46094,,,
48319,48676,,,
48321,37846,,,
48323,67589,,,
48325,59026,,,
48327,25227,,,
48329,49307,,,
48331,37097,,,
48333,41071,,,
48335,30893,,,
48337,44740,,,
48339,52671,,,
48341,42463,,,
48343,35417,,,
48345,23953,,,
48347,37045,,,
48349,33897,,,
48351,40043,,,
48353,34615,,,
48355,43808,,,
48357,34826,,,
48359,26538,,,
48361,41450,,,
48363,32165,,,
48365,40041,,,
48367,49370,,,
48369,53977,,,
48371,38214,,,
48373,30828,,,
48375,29911,,,
48377,46708,,,
48379,31959,,,
48381,51088,,,
48383,,,,
48385,21250,,,
48387,30474,,,
48389,39444,,,
48391,40125,,,
48393,,,,
48395,31925,,,
48397,66376,,,
48399,29004,,,
48401,37707,,,
48403,24460,,,
48405,38750,,,
48407,32482,,,
48409,46481,,,
48411,29563,,,
48413,64583,,,
48415,38147,,,
48417,32892,,,
48419,32589,,,
48421,28462,,,
48423,41253,,,
48425,50714,,,
48427,21929,,,
48429,29853,,,
48431,42778,,,
48433,26875,,,
48435,50370,,,
48437,33611,,,
48439,50698,,,
48441,43400,,,
48443,27800,,,
48445,36563,,,
48447,,,,
48449,32143,,,
48451,40752,,,
48453,50820,,,
48455,31819,,,
48457,32464,,,
48459,35000,,,
48461,41597,,,
48463,28504,,,
48465,49773,,,
48467,37227,,,
48469,43261,,,
48471,39498,,,
48473,50677,,,
48475,45909,,,
48477,34171,,,
48479,46710,,,
48481,36168,,,
48483,42008,,,
48485,44489,,,
48487,26907,,,
48489,31591,,,
48491,53854,,,
48493,54006,,,
48495,36328,,,
48497,39163,,,
48499,34048,,,
48501,,,,
48503,39258,,,
48505,32174,,,
48507,28260,,,

49001,46953,,,
49003,45903,,,
49005,44387,,,
49007,34457,,,
49009,,,,
49011,55409,,,
49013,36550,,,
49015,40670,,,
49017,26897,,,
49019,35078,,,
49021,40395,,,
49023,38261,,,
49025,41538,,,
49027,32500,,,
49029,77714,,,
49031,38000,,,
49033,28750,,,
49035,44802,,,
49037,28083,,,
49039,37616,,,
49041,31750,,,
49043,69470,,,
49045,49391,,,
49047,29510,,,
49049,45898,,,
49051,56635,,,
49053,39743,,,
49055,12287,,,
49057,48223,,,

50001,41364,,,
50003,37424,,,
50005,30088,,,
50007,47000,,,
50009,31250,,,
50011,43627,,,
50013,48019,,,
50015,45748,,,
50017,40036,,,
50019,32023,,,
50021,35716,,,
50023,39022,,,
50025,34263,,,
50027,36463,,,

51001,32767,,,
51003,51734,,,
51005,40000,,,
51007,45773,,,
51009,37083,,,
51011,49844,,,
51013,103656,,,
51015,43424,,,
51017,33589,,,
51019,42087,,,
51021,36075,,,
51023,39956,,,
51025,42321,,,
51027,24561,,,
51029,37519,,,
51031,37996,,,
51033,52886,,,
51035,29137,,,
51036,39784,,,
51037,32500,,,
51041,54683,,,
51043,45059,,,
51045,60614,,,
51047,56709,,,
51049,42917,,,
51051,24020,,,
51053,49232,,,
51057,39347,,,
51059,104537,,,
51061,69031,,,
51063,32438,,,
51065,48243,,,
51067,37477,,,
51069,50034,,,
51071,36863,,,
51073,53909,,,
51075,55385,,,
51077,25735,,,
51079,54500,,,
51081,20972,,,
51083,31039,,,
51085,50993,,,
51087,51883,,,
51089,26390,,,
51091,33950,,,
51093,68077,,,
51095,70198,,,
51097,34737,,,
51099,80022,,,
51101,46635,,,
51103,50036,,,
51105,36985,,,
51107,97837,,,
51109,46991,,,
51111,33065,,,
51113,40313,,,
51115,47309,,,
51117,31887,,,
51119,36688,,,
51121,47941,,,
51125,55000,,,
51127,48333,,,
51131,35282,,,
51133,48771,,,
51135,33542,,,
51137,60818,,,
51139,37656,,,
51141,27299,,,
51143,32123,,,
51145,51078,,,
51147,40050,,,
51149,49098,,,
51153,93635,,,
51155,40387,,,
51157,61563,,,
51159,30450,,,
51161,45709,,,
51163,45612,,,
51165,41148,,,
51167,38586,,,
51169,25787,,,
51171,41938,,,
51173,32006,,,
51175,35297,,,
51177,73148,,,
51179,98464,,,
51181,46929,,,
51183,36471,,,
51185,32102,,,
51187,54118,,,
51191,31455,,,
51193,42366,,,
51195,32162,,,
51197,27173,,,
51199,76771,,,
51510,99087,,,
51515,,,,
51520,33535,,,
51530,48196,,,
51540,42171,,,
51550,58238,,,
51570,46300,,,
51580,32448,,,
51590,28875,,,
51595,32266,,,
51600,106250,,,
51610,106979,,,
51620,38203,,,
51630,77706,,,
51640,19283,,,
51650,48870,,,
51660,31769,,,
51670,39864,,,
51678,38663,,,
51680,33492,,,
51683,64299,,,
51685,73309,,,
51690,30516,,,
51700,46228,,,
51710,44074,,,
51720,,,,
51730,40164,,,
51735,73656,,,
51740,46171,,,
51750,30739,,,
51760,30620,,,
51770,32981,,,
51775,40497,,,
51790,38717,,,
51800,60496,,,
51810,57735,,,
51820,39688,,,
51830,56807,,,
51840,45551,,,

53001,32879,,,
53003,34686,,,
53005,51468,,,
53007,43795,,,
53009,41350,,,
53011,51096,,,
53013,40625,,,
53015,39682,,,
53017,44518,,,
53019,31709,,,
53021,48194,,,
53023,44722,,,
53025,41113,,,
53027,33281,,,
53029,51640,,,
53031,35385,,,
53033,53205,,,
53035,57336,,,
53037,45274,,,
53039,39722,,,
53041,39057,,,
53043,37531,,,
53045,43998,,,
53047,37261,,,
53049,32158,,,
53051,35472,,,
53053,50794,,,
53055,50588,,,
53057,44985,,,
53059,38914,,,
53061,53219,,,
53063,39678,,,
53065,33518,,,
53067,54506,,,
53069,26859,,,
53071,41131,,,
53073,43113,,,
53075,38495,,,
53077,37062,,,

54001,31647,,,
54003,47728,,,
54005,35742,,,
54007,23718,,,
54009,38810,,,
54011,33621,,,
54013,22500,,,
54015,29773,,,
54017,40513,,,
54019,33237,,,
54021,28289,,,
54023,29932,,,
54025,34719,,,
54027,34617,,,
54029,39550,,,
54031,25702,,,
54033,41137,,,
54035,27275,,,
54037,66198,,,
54039,35439,,,
54041,29396,,,
54043,39204,,,
54045,28832,,,
54047,30230,,,
54049,36413,,,
54051,27275,,,
54053,34497,,,
54055,34322,,,
54057,34545,,,
54059,26750,,,
54061,42398,,,
54063,28480,,,
54065,36667,,,
54067,33724,,,
54069,39044,,,
54071,30545,,,
54073,40163,,,
54075,27629,,,
54077,38288,,,
54079,38204,,,
54081,35934,,,
54083,33990,,,
54085,36085,,,
54087,27772,,,
54089,36580,,,
54091,37866,,,
54093,27656,,,
54095,29737,,,
54097,39144,,,
54099,35050,,,
54101,33056,,,
54103,34500,,,
54105,40392,,,
54107,37589,,,
54109,36292,,,

55001,33048,,,
55003,32615,,,
55005,33880,,,
55007,37071,,,
55009,38368,,,
55011,35731,,,
55013,34625,,,
55015,40269,,,
55017,39443,,,
55019,32688,,,
55021,43137,,,
55023,32500,,,
55025,46602,,,
55027,37000,,,
55029,39142,,,
55031,35230,,,
55033,36886,,,
55035,41546,,,
55037,27868,,,
55039,38067,,,
55041,27786,,,
55043,34317,,,
55045,35063,,,
55047,37300,,,
55049,36875,,,
55051,32717,,,
55053,34583,,,
55055,36572,,,
55057,35353,,,
55059,43847,,,
55061,37145,,,
55063,40528,,,
55065,36520,,,
55067,35438,,,
55069,38981,,,
55071,37745,,,
55073,36542,,,
55075,26890,,,
55077,34274,,,
55078,30833,,,
55079,38122,,,
55081,43204,,,
55083,38649,,,
55085,38338,,,
55087,38208,,,
55089,50412,,,
55091,31667,,,
55093,42174,,,
55095,39587,,,
55097,40431,,,
55099,32743,,,
55101,37649,,,
55103,32583,,,
55105,38850,,,
55107,29615,,,
