FIPS,value
01001,13.40348117
01003,11.72580795
01005,14.05954631
01007,9.886874322
01009,8.462257294
01011,18.50152905
01013,11.54595648
01015,11.72243222
01017,12.38102792
01019,9.945695897
01021,12.15950219
01023,9.389576151
01025,12.83643892
01027,7.975206612
01029,10.0409074
01031,9.457668452
01033,11.76300578
01035,8.943678994
01037,9.642301711
01039,10.01214026
01041,8.762440502
01043,9.941378473
01045,12.9055881
01047,16.61131775
01049,9.858682434
01051,10.28326675
01053,10.52069645
01055,9.344396083
01057,10.2124431
01059,7.884652232
01061,11.67278448
01063,18.97983393
01065,13.77281947
01067,8.936970837
01069,12.38057325
01071,10.33555603
01073,15.13814359
01075,7.050823193
01077,10.91323824
01079,9.166666667
01081,17.49991129
01083,9.517647439
01085,16.73034935
01087,18.25291427
01089,11.04709472
01091,15.49066113
01093,9.504203122
01095,12.02063107
01097,14.77392788
01099,12.88435829
01101,16.99072412
01103,10.17697092
01105,18.47826087
01107,11.42773637
01109,16.40478863
01111,10.93431772
01113,15.5959896
01115,10.06700547
01117,9.164195095
01119,18.28316611
01121,11.63458968
01123,13.44226012
01125,15.22011853
01127,10.22915692
01129,7.75264502
01131,11.02765449
01133,8.779022756
02013,10.20979021
02016,8.579088472
02020,12.81612928
02050,10.16654238
02060,4.04040404
02068,4.628099174
02070,9.958847737
02090,13.93301543
02100,3.249475891
02105,4.651162791
02110,8.61663286
02122,11.82169618
02130,13.55240132
02150,14.11619283
02158,10.29923452
02164,4.838709677
02170,13.5053821
02180,12.76923077
02185,9.607731666
02188,8.778391651
02195,11.74408414
02198,7.222969942
02220,13.36092226
02230,4.021447721
02240,6.108374384
02261,7.507713404
02275,6.146341463
02282,4.716981132
02290,8.943577431
04001,6.70131291
04003,11.97550417
04005,16.86530793
04007,12.13399382
04009,9.590131317
04011,3.592046184
04012,10.30650873
04013,14.33636409
04015,12.66412382
04017,11.57465892
04019,15.63371684
04021,12.24319501
04023,16.46543002
04025,15.04339025
04027,13.52926784
05001,11.32021671
05003,11.83139923
05005,8.932301959
05007,8.741985601
05009,8.751743375
05011,13.12649165
05013,9.222520107
05015,8.60724234
05017,14.90536278
05019,10.89254979
05021,9.978558469
05023,9.391185381
05025,7.352456314
05027,14.79524439
05029,8.925619835
05031,13.04951411
05033,10.23608328
05035,14.72606592
05037,11.58999193
05039,8.280922432
05041,12.18285214
05043,11.8683718
05045,14.30624602
05047,14.3785669
05049,11.87329557
05051,13.53164723
05053,11.8897274
05055,9.130408176
05057,10.54846771
05059,8.576703592
05061,11.52936115
05063,9.842402617
05065,9.445371143
05067,10.01376463
05069,15.78988601
05071,10.81081081
05073,11.80884676
05075,9.131439894
05077,16.2288593
05079,9.799360279
05081,6.22074883
05083,8.872901679
05085,9.758563042
05087,8.193893393
05089,12.79961649
05091,11.95487774
05093,12.52364737
05095,10.73298429
05097,7.959067652
05099,7.313829787
05101,10.23878437
05103,13.10679612
05105,6.813627255
05107,16.02938971
05109,6.81030213
05111,10.43173599
05113,11.88640452
05115,11.1791801
05117,7.381974249
05119,15.06114202
05121,11.86998855
05123,15.20178845
05125,7.400433104
05127,9.167367536
05129,9.740046068
05131,11.74781599
05133,7.972333455
05135,11.7818606
05137,12.15195338
05139,13.23305281
05141,10.73001888
05143,12.25914549
05145,11.86379279
05147,8.919123205
05149,8.308478909
06001,17.42505707
06003,19.03114187
