metro_nonmetro,year,county_name,state_abbr,geoId,value
Metropolitan,2018,Oglethorpe,GA,us-ga-221,1
Metropolitan,2018,Paulding,GA,us-ga-223,0.19736842105263
Metropolitan,2018,Peach,GA,us-ga-225,0.44444444444444
Metropolitan,2018,Pickens,GA,us-ga-227,0.24193548387097
Metropolitan,2018,Pike,GA,us-ga-231,0.4
Metropolitan,2018,Richmond,GA,us-ga-245,0.1377427184466
Metropolitan,2018,Rockdale,GA,us-ga-247,0.03225806451613
Metropolitan,2018,Spalding,GA,us-ga-255,0.28181818181818
Metropolitan,2018,Stewart,GA,us-ga-259,0
Metropolitan,2018,Talbot,GA,us-ga-263,0
Metropolitan,2018,Terrell,GA,us-ga-273,0.44444444444444
Metropolitan,2018,Twiggs,GA,us-ga-289,0.66666666666667
Metropolitan,2018,Walker,GA,us-ga-295,0.35294117647059
Metropolitan,2018,Walton,GA,us-ga-297,0.16129032258065
Metropolitan,2018,Whitfield,GA,us-ga-313,0.22357723577236
Metropolitan,2018,Worth,GA,us-ga-321,0.5
Metropolitan,2018,Honolulu,HI,us-hi-003,0.21874380820289
Metropolitan,2018,Maui,HI,us-hi-009,0.23482428115016
Metropolitan,2018,Benton,IA,us-ia-011,0.4
Metropolitan,2018,"Black Hawk",IA,us-ia-013,0.16268980477223
Metropolitan,2018,Boone,IA,us-ia-015,0.27906976744186
Metropolitan,2018,Bremer,IA,us-ia-017,0.22857142857143
Metropolitan,2018,Dallas,IA,us-ia-049,0.08333333333333
Metropolitan,2018,Dubuque,IA,us-ia-061,0.189111747851
Metropolitan,2018,Grundy,IA,us-ia-075,0.22222222222222
Metropolitan,2018,Guthrie,IA,us-ia-077,0.18181818181818
Metropolitan,2018,Harrison,IA,us-ia-085,0
Metropolitan,2018,Jasper,IA,us-ia-099,0.21621621621622
Metropolitan,2018,Johnson,IA,us-ia-103,0.11081694402421
Metropolitan,2018,Jones,IA,us-ia-105,0
Metropolitan,2018,Linn,IA,us-ia-113,0.19859154929577
Metropolitan,2018,Madison,IA,us-ia-121,0
Metropolitan,2018,Mills,IA,us-ia-129,0.125
Metropolitan,2018,Polk,IA,us-ia-153,0.14616840113529
Metropolitan,2018,Pottawattamie,IA,us-ia-155,0.24074074074074
Metropolitan,2018,Scott,IA,us-ia-163,0.12727272727273
Metropolitan,2018,Story,IA,us-ia-169,0.18471337579618
Metropolitan,2018,Warren,IA,us-ia-181,0.2
Metropolitan,2018,Washington,IA,us-ia-183,0.11428571428571
Metropolitan,2018,Woodbury,IA,us-ia-193,0.22147651006711
Metropolitan,2018,Ada,ID,us-id-001,0.14201183431953
Metropolitan,2018,Bannock,ID,us-id-005,0.1970802919708
Metropolitan,2018,Boise,ID,us-id-015,0.4
Metropolitan,2018,Bonneville,ID,us-id-019,0.14626865671642
Metropolitan,2018,Butte,ID,us-id-023,0
Metropolitan,2018,Canyon,ID,us-id-027,0.21785714285714
Metropolitan,2018,Franklin,ID,us-id-041,0
Metropolitan,2018,Gem,ID,us-id-045,0.2
Metropolitan,2018,Jefferson,ID,us-id-051,0.14285714285714
Metropolitan,2018,Jerome,ID,us-id-053,0.07692307692308
Metropolitan,2018,Kootenai,ID,us-id-055,0.18248175182482
Metropolitan,2018,"Nez Perce",ID,us-id-069,0.22377622377622
Metropolitan,2018,Owyhee,ID,us-id-073,0
Metropolitan,2018,Power,ID,us-id-077,0
Metropolitan,2018,"Twin Falls",ID,us-id-083,0.20318725099602
Metropolitan,2018,Alexander,IL,us-il-003,0.66666666666667
Metropolitan,2018,Bond,IL,us-il-005,0.41935483870968
Metropolitan,2018,Boone,IL,us-il-007,0.11009174311927
Metropolitan,2018,Calhoun,IL,us-il-013,0.66666666666667
Metropolitan,2018,Champaign,IL,us-il-019,0.14893617021277
Metropolitan,2018,Clinton,IL,us-il-027,0.28571428571429
Metropolitan,2018,Cook,IL,us-il-031,0.16366912366912
Metropolitan,2018,DeKalb,IL,us-il-037,0.25657894736842
Metropolitan,2018,DuPage,IL,us-il-043,0.18586265695241
Metropolitan,2018,Fulton,IL,us-il-057,0.26315789473684
Metropolitan,2018,Grundy,IL,us-il-063,0.2906976744186
Metropolitan,2018,Henry,IL,us-il-073,0.26315789473684
Metropolitan,2018,Jackson,IL,us-il-077,0.15302491103203
Metropolitan,2018,Jersey,IL,us-il-083,0.26666666666667
Metropolitan,2018,Johnson,IL,us-il-087,0.5
Metropolitan,2018,Kane,IL,us-il-089,0.20923913043478
Metropolitan,2018,Kankakee,IL,us-il-091,0.23076923076923
Metropolitan,2018,Kendall,IL,us-il-093,0.18487394957983
Metropolitan,2018,Lake,IL,us-il-097,0.19483568075117
Metropolitan,2018,Macon,IL,us-il-115,0.18487394957983
Metropolitan,2018,Macoupin,IL,us-il-117,0.08
Metropolitan,2018,Madison,IL,us-il-119,0.21397379912664
Metropolitan,2018,Marshall,IL,us-il-123,0.66666666666667
Metropolitan,2018,McHenry,IL,us-il-111,0.21328671328671
Metropolitan,2018,McLean,IL,us-il-113,0.17082533589251
Metropolitan,2018,Menard,IL,us-il-129,0.2
Metropolitan,2018,Mercer,IL,us-il-131,0.4
Metropolitan,2018,Monroe,IL,us-il-133,0.20512820512821
Metropolitan,2018,Peoria,IL,us-il-143,0.12181303116147
Metropolitan,2018,Piatt,IL,us-il-147,0.29411764705882
Metropolitan,2018,"Rock Island",IL,us-il-161,0.24266666666667
Metropolitan,2018,Sangamon,IL,us-il-167,0.08582326764145
Metropolitan,2018,"St. Clair",IL,us-il-163,0.19512195121951
Metropolitan,2018,Stark,IL,us-il-175,0.33333333333333
Metropolitan,2018,Tazewell,IL,us-il-179,0.19298245614035
Metropolitan,2018,Vermilion,IL,us-il-183,0.29761904761905
Metropolitan,2018,Will,IL,us-il-197,0.15936826992103
Metropolitan,2018,Williamson,IL,us-il-199,0.17094017094017
Metropolitan,2018,Winnebago,IL,us-il-201,0.21296296296296
Metropolitan,2018,Woodford,IL,us-il-203,0.09615384615385
Metropolitan,2018,Allen,IN,us-in-003,0.14226231783484
Metropolitan,2018,Bartholomew,IN,us-in-005,0.22569444444444
Metropolitan,2018,Benton,IN,us-in-007,0
Metropolitan,2018,Boone,IN,us-in-011,0.07488986784141
Metropolitan,2018,Brown,IN,us-in-013,0.29411764705882
Metropolitan,2018,Carroll,IN,us-in-015,0.5
Metropolitan,2018,Clark,IN,us-in-019,0.16
Metropolitan,2018,Clay,IN,us-in-021,0.0952380952381
Metropolitan,2018,Dearborn,IN,us-in-029,0.25641025641026
Metropolitan,2018,Delaware,IN,us-in-035,0.14772727272727
Metropolitan,2018,Elkhart,IN,us-in-039,0.19859813084112
Metropolitan,2018,Floyd,IN,us-in-043,0.14084507042254
Metropolitan,2018,Franklin,IN,us-in-047,0.22950819672131
Metropolitan,2018,Hamilton,IN,us-in-057,0.09834075273169
Metropolitan,2018,Hancock,IN,us-in-059,0.04405286343612
Metropolitan,2018,Harrison,IN,us-in-061,0.13333333333333
Metropolitan,2018,Hendricks,IN,us-in-063,0.11845730027548
Metropolitan,2018,Howard,IN,us-in-067,0.22058823529412
Metropolitan,2018,Jasper,IN,us-in-073,0.26086956521739
Metropolitan,2018,Johnson,IN,us-in-081,0.16252821670429
Metropolitan,2018,"La Porte",IN,us-in-091,0.25210084033613
Metropolitan,2018,Lake,IN,us-in-089,0.23533778767632
Metropolitan,2018,Madison,IN,us-in-095,0.17226890756303
Metropolitan,2018,Marion,IN,us-in-097,0.1243213897937
Metropolitan,2018,Monroe,IN,us-in-105,0.24822695035461
Metropolitan,2018,Morgan,IN,us-in-109,0.18103448275862
Metropolitan,2018,Newton,IN,us-in-111,0.4
Metropolitan,2018,Ohio,IN,us-in-115,0
Metropolitan,2018,Owen,IN,us-in-119,0.22222222222222
Metropolitan,2018,Parke,IN,us-in-121,0.27272727272727
Metropolitan,2018,Porter,IN,us-in-127,0.2021978021978
Metropolitan,2018,Posey,IN,us-in-129,0
Metropolitan,2018,Putnam,IN,us-in-133,0.20588235294118
Metropolitan,2018,Shelby,IN,us-in-145,0.18867924528302
Metropolitan,2018,"St. Joseph",IN,us-in-141,0.15140525838622
Metropolitan,2018,Sullivan,IN,us-in-153,0
